date,year,month,decimal_year,toa_net_flux_w_m2,EEI
2008-01-01,2008,1,2008.041667,8.560000,0.580000
2008-02-01,2008,2,2008.125000,8.410000,0.644167
2008-03-01,2008,3,2008.208333,7.560000,0.797500
2008-04-01,2008,4,2008.291667,1.790000,0.885000
2008-05-01,2008,5,2008.375000,-4.160000,0.970000
2008-06-01,2008,6,2008.458333,-8.630000,1.008333
2008-07-01,2008,7,2008.541667,-8.090000,1.198333
2008-08-01,2008,8,2008.625000,-3.870000,1.208333
2008-09-01,2008,9,2008.708333,-0.710000,1.281667
2008-10-01,2008,10,2008.791667,2.660000,1.270833
2008-11-01,2008,11,2008.875000,3.520000,1.279167
2008-12-01,2008,12,2008.958333,7.340000,1.259167
2009-01-01,2009,1,2009.041667,8.680000,1.350833
2009-02-01,2009,2,2009.125000,9.290000,1.289167
2009-03-01,2009,3,2009.208333,7.430000,1.191667
2009-04-01,2009,4,2009.291667,1.890000,1.135000
2009-05-01,2009,5,2009.375000,-4.400000,1.041667
2009-06-01,2009,6,2009.458333,-7.530000,0.992500
2009-07-01,2009,7,2009.541667,-8.830000,0.902500
2009-08-01,2009,8,2009.625000,-5.040000,0.734167
2009-09-01,2009,9,2009.708333,-1.390000,0.633333
2009-10-01,2009,10,2009.791667,1.540000,0.483333
2009-11-01,2009,11,2009.875000,2.930000,0.499167
2009-12-01,2009,12,2009.958333,6.260000,0.370000
2010-01-01,2010,1,2010.041667,6.660000,0.186667
2010-02-01,2010,2,2010.125000,8.080000,0.143333
2010-03-01,2010,3,2010.208333,5.630000,0.059167
2010-04-01,2010,4,2010.291667,2.080000,0.095833
2010-05-01,2010,5,2010.375000,-5.950000,0.093333
2010-06-01,2010,6,2010.458333,-9.730000,0.070000
2010-07-01,2010,7,2010.541667,-9.350000,0.020000
2010-08-01,2010,8,2010.625000,-6.050000,0.180000
2010-09-01,2010,9,2010.708333,-0.950000,0.214167
2010-10-01,2010,10,2010.791667,1.510000,0.316667
2010-11-01,2010,11,2010.875000,2.650000,0.343333
2010-12-01,2010,12,2010.958333,5.660000,0.483333
2011-01-01,2011,1,2011.041667,8.580000,0.503333
2011-02-01,2011,2,2011.125000,8.490000,0.534167
2011-03-01,2011,3,2011.208333,6.860000,0.590000
2011-04-01,2011,4,2011.291667,2.400000,0.555833
2011-05-01,2011,5,2011.375000,-4.270000,0.687500
2011-06-01,2011,6,2011.458333,-9.490000,0.798333
2011-07-01,2011,7,2011.541667,-8.980000,0.726667
2011-08-01,2011,8,2011.625000,-5.380000,0.740000
2011-09-01,2011,9,2011.708333,-1.360000,0.921667
2011-10-01,2011,10,2011.791667,3.090000,0.908333
2011-11-01,2011,11,2011.875000,3.980000,0.922500
2011-12-01,2011,12,2011.958333,4.800000,0.928333
2012-01-01,2012,1,2012.041667,8.740000,0.990833
2012-02-01,2012,2,2012.125000,10.670000,1.055833
2012-03-01,2012,3,2012.208333,6.700000,1.126667
2012-04-01,2012,4,2012.291667,2.570000,1.185000
2012-05-01,2012,5,2012.375000,-4.200000,1.145833
2012-06-01,2012,6,2012.458333,-8.740000,1.195000
2012-07-01,2012,7,2012.541667,-8.200000,1.383333
2012-08-01,2012,8,2012.625000,-4.530000,1.220000
2012-09-01,2012,9,2012.708333,-0.660000,1.037500
2012-10-01,2012,10,2012.791667,2.620000,1.090833
2012-11-01,2012,11,2012.875000,4.570000,0.985000
2012-12-01,2012,12,2012.958333,7.060000,0.935000
2013-01-01,2013,1,2013.041667,6.780000,0.863333
2013-02-01,2013,2,2013.125000,8.480000,0.850000
2013-03-01,2013,3,2013.208333,7.340000,0.815833
2013-04-01,2013,4,2013.291667,1.300000,0.805000
2013-05-01,2013,5,2013.375000,-4.800000,0.716667
2013-06-01,2013,6,2013.458333,-9.600000,0.659167
2013-07-01,2013,7,2013.541667,-8.360000,0.587500
2013-08-01,2013,8,2013.625000,-4.940000,0.676667
2013-09-01,2013,9,2013.708333,-0.790000,0.674167
2013-10-01,2013,10,2013.791667,1.560000,0.650000
2013-11-01,2013,11,2013.875000,3.880000,0.741667
2013-12-01,2013,12,2013.958333,6.200000,0.783333
2014-01-01,2014,1,2014.041667,7.850000,0.785833
2014-02-01,2014,2,2014.125000,8.450000,0.700833
2014-03-01,2014,3,2014.208333,7.050000,0.761667
2014-04-01,2014,4,2014.291667,2.400000,0.812500
2014-05-01,2014,5,2014.375000,-4.300000,0.868333
2014-06-01,2014,6,2014.458333,-9.570000,0.886667
2014-07-01,2014,7,2014.541667,-9.380000,0.857500
2014-08-01,2014,8,2014.625000,-4.210000,0.820833
2014-09-01,2014,9,2014.708333,-0.180000,0.884167
2014-10-01,2014,10,2014.791667,2.230000,0.888333
2014-11-01,2014,11,2014.875000,4.100000,0.881667
2014-12-01,2014,12,2014.958333,5.850000,0.881667
2015-01-01,2015,1,2015.041667,7.410000,0.937500
2015-02-01,2015,2,2015.125000,9.210000,1.048333
2015-03-01,2015,3,2015.208333,7.100000,1.048333
2015-04-01,2015,4,2015.291667,2.320000,1.080833
2015-05-01,2015,5,2015.375000,-4.300000,1.085833
2015-06-01,2015,6,2015.458333,-8.900000,1.069167
2015-07-01,2015,7,2015.541667,-8.050000,1.091667
2015-08-01,2015,8,2015.625000,-4.210000,1.140833
2015-09-01,2015,9,2015.708333,0.210000,0.982500
2015-10-01,2015,10,2015.791667,2.290000,0.917500
2015-11-01,2015,11,2015.875000,3.900000,0.847500
2015-12-01,2015,12,2015.958333,6.120000,0.798333
2016-01-01,2016,1,2016.041667,8.000000,0.912500
2016-02-01,2016,2,2016.125000,7.310000,0.900833
2016-03-01,2016,3,2016.208333,6.320000,0.865000
2016-04-01,2016,4,2016.291667,1.480000,0.827500
2016-05-01,2016,5,2016.375000,-4.890000,0.806667
2016-06-01,2016,6,2016.458333,-7.530000,0.883333
2016-07-01,2016,7,2016.541667,-8.190000,0.945833
2016-08-01,2016,8,2016.625000,-4.640000,1.052500
2016-09-01,2016,9,2016.708333,-0.240000,1.252500
2016-10-01,2016,10,2016.791667,2.040000,1.330000
2016-11-01,2016,11,2016.875000,4.820000,1.367500
2016-12-01,2016,12,2016.958333,6.870000,1.340833
2017-01-01,2017,1,2017.041667,9.280000,1.265000
2017-02-01,2017,2,2017.125000,9.710000,1.272500
2017-03-01,2017,3,2017.208333,7.250000,1.236667
2017-04-01,2017,4,2017.291667,1.930000,1.170000
2017-05-01,2017,5,2017.375000,-5.210000,1.113333
2017-06-01,2017,6,2017.458333,-8.440000,1.045833
2017-07-01,2017,7,2017.541667,-8.100000,0.948333
2017-08-01,2017,8,2017.625000,-5.070000,0.912500
2017-09-01,2017,9,2017.708333,-1.040000,0.866667
2017-10-01,2017,10,2017.791667,1.360000,0.821667
2017-11-01,2017,11,2017.875000,4.010000,0.910000
2017-12-01,2017,12,2017.958333,5.700000,0.976667
2018-01-01,2018,1,2018.041667,8.850000,0.884167
2018-02-01,2018,2,2018.125000,9.160000,0.847500
2018-03-01,2018,3,2018.208333,6.710000,0.870000
2018-04-01,2018,4,2018.291667,2.990000,0.991667
2018-05-01,2018,5,2018.375000,-4.410000,1.126667
2018-06-01,2018,6,2018.458333,-9.550000,1.219167
2018-07-01,2018,7,2018.541667,-8.540000,1.366667
2018-08-01,2018,8,2018.625000,-4.800000,1.350833
2018-09-01,2018,9,2018.708333,0.420000,1.375000
2018-10-01,2018,10,2018.791667,2.980000,1.428333
2018-11-01,2018,11,2018.875000,5.120000,1.361667
2018-12-01,2018,12,2018.958333,7.470000,1.361667
2019-01-01,2019,1,2019.041667,8.660000,1.457500
2019-02-01,2019,2,2019.125000,9.450000,1.488333
2019-03-01,2019,3,2019.208333,7.350000,1.474167
2019-04-01,2019,4,2019.291667,2.190000,1.440833
2019-05-01,2019,5,2019.375000,-4.410000,1.483333
2019-06-01,2019,6,2019.458333,-8.400000,1.452500
2019-07-01,2019,7,2019.541667,-8.170000,1.350833
2019-08-01,2019,8,2019.625000,-4.970000,1.310833
2019-09-01,2019,9,2019.708333,0.020000,1.224167
2019-10-01,2019,10,2019.791667,3.490000,1.196667
2019-11-01,2019,11,2019.875000,4.750000,1.214167
2019-12-01,2019,12,2019.958333,6.250000,1.186667
2020-01-01,2020,1,2020.041667,8.180000,1.146667
2020-02-01,2020,2,2020.125000,8.410000,1.125000
2020-03-01,2020,3,2020.208333,7.020000,1.189167
2020-04-01,2020,4,2020.291667,2.400000,1.129167
2020-05-01,2020,5,2020.375000,-4.740000,0.957500
2020-06-01,2020,6,2020.458333,-8.880000,0.813333
2020-07-01,2020,7,2020.541667,-8.430000,0.733333
2020-08-01,2020,8,2020.625000,-4.200000,0.732500
2020-09-01,2020,9,2020.708333,-0.700000,0.772500
2020-10-01,2020,10,2020.791667,1.430000,0.828333
2020-11-01,2020,11,2020.875000,3.020000,0.875000
2020-12-01,2020,12,2020.958333,5.290000,0.905833
2021-01-01,2021,1,2021.041667,8.170000,1.038333
2021-02-01,2021,2,2021.125000,8.890000,1.072500
2021-03-01,2021,3,2021.208333,7.690000,1.078333
2021-04-01,2021,4,2021.291667,2.960000,1.170833
2021-05-01,2021,5,2021.375000,-4.370000,1.265000
2021-06-01,2021,6,2021.458333,-7.290000,1.430000
2021-07-01,2021,7,2021.541667,-8.020000,1.510000
2021-08-01,2021,8,2021.625000,-4.130000,1.600000
2021-09-01,2021,9,2021.708333,0.410000,1.645833
2021-10-01,2021,10,2021.791667,2.560000,1.620000
2021-11-01,2021,11,2021.875000,5.000000,1.522500
2021-12-01,2021,12,2021.958333,6.250000,1.446667
2022-01-01,2022,1,2022.041667,9.250000,1.438333
2022-02-01,2022,2,2022.125000,9.440000,1.385000
2022-03-01,2022,3,2022.208333,7.380000,1.407500
2022-04-01,2022,4,2022.291667,1.790000,1.393333
2022-05-01,2022,5,2022.375000,-5.280000,1.408333
2022-06-01,2022,6,2022.458333,-7.390000,1.380000
2022-07-01,2022,7,2022.541667,-8.660000,1.500000
2022-08-01,2022,8,2022.625000,-3.860000,1.525833
2022-09-01,2022,9,2022.708333,0.240000,1.573333
2022-10-01,2022,10,2022.791667,2.740000,1.650000
2022-11-01,2022,11,2022.875000,4.660000,1.826667
2022-12-01,2022,12,2022.958333,7.690000,1.990833
2023-01-01,2023,1,2023.041667,9.560000,1.944167
2023-02-01,2023,2,2023.125000,10.010000,2.000000
2023-03-01,2023,3,2023.208333,8.300000,1.982500
2023-04-01,2023,4,2023.291667,3.910000,1.973333
2023-05-01,2023,5,2023.375000,-3.310000,1.930833
2023-06-01,2023,6,2023.458333,-7.950000,1.916667
2023-07-01,2023,7,2023.541667,-7.990000,1.840000
2023-08-01,2023,8,2023.625000,-4.070000,1.710000
2023-09-01,2023,9,2023.708333,0.130000,1.604167
2023-10-01,2023,10,2023.791667,2.230000,1.471667
2023-11-01,2023,11,2023.875000,4.490000,1.335833
2023-12-01,2023,12,2023.958333,6.770000,1.120833
2024-01-01,2024,1,2024.041667,8.000000,1.044167
2024-02-01,2024,2,2024.125000,8.740000,0.979167
2024-03-01,2024,3,2024.208333,6.710000,0.937500
2024-04-01,2024,4,2024.291667,2.280000,0.896667
2024-05-01,2024,5,2024.375000,-5.890000,0.915000
2024-06-01,2024,6,2024.458333,-8.870000,0.891667
2024-07-01,2024,7,2024.541667,-8.770000,0.818333
2024-08-01,2024,8,2024.625000,-4.570000,0.960833
2024-09-01,2024,9,2024.708333,-0.360000,0.982500
2024-10-01,2024,10,2024.791667,2.450000,1.036667
2024-11-01,2024,11,2024.875000,4.210000,1.011667
2024-12-01,2024,12,2024.958333,5.890000,1.084167
2025-01-01,2025,1,2025.041667,9.710000,1.079167
2025-02-01,2025,2,2025.125000,9.000000,1.150833
2025-03-01,2025,3,2025.208333,7.360000,1.220000
2025-04-01,2025,4,2025.291667,1.980000,1.280000
2025-05-01,2025,5,2025.375000,-5.020000,1.265833
2025-06-01,2025,6,2025.458333,-8.930000,1.303333
2025-07-01,2025,7,2025.541667,-7.910000,1.480000
2025-08-01,2025,8,2025.625000,-3.740000,1.485833
2025-09-01,2025,9,2025.708333,0.360000,0.802727
2025-10-01,2025,10,2025.791667,2.280000,0.147000
2025-11-01,2025,11,2025.875000,4.660000,-0.056667
2025-12-01,2025,12,2025.958333,8.010000,0.563750
2026-01-01,2026,1,2026.041667,9.780000,1.920000
